,sale_price,address,lat,lon,date_time,year,rel_to_mean_price,rel_to_median_price,tmstmp,date,log_price
94,25000,"75 ORANGE, Buffalo",42.8968948,-78.85872950000002,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
95,85000,"25 DELANEY, Buffalo",42.9568448,-78.8528843,1990/03/01 00:00,1990,1.2024120339769242,1.5454545454545454,636267600.0,03/01/90,11.350406535472453
96,19000,"336 ROTHER, Buffalo",42.903154,-78.83201,1990/03/01 00:00,1990,0.26877445465366545,0.34545454545454546,636267600.0,03/01/90,9.852194258148577
97,22000,"228 TITUS, Buffalo",42.9022957,-78.8229896,1990/03/01 00:00,1990,0.3112125264410863,0.4,636267600.0,03/01/90,9.998797732340453
98,14000,"823 GENESEE, Buffalo",42.8989936,-78.84655599999998,1990/03/01 00:00,1990,0.198044335007964,0.2545454545454545,636267600.0,03/01/90,9.546812608597396
99,54000,"34 HARRIETT, Buffalo",42.9236174,-78.803619,1990/03/01 00:00,1990,0.7638852921735755,0.9818181818181818,636267600.0,03/01/90,10.896739325546411
100,253000,"708 LAFAYETTE AVE, Buffalo",42.9207289,-78.872013,1990/03/01 00:00,1990,3.5789440540724917,4.6,636267600.0,03/01/90,12.441144767709657
101,71500,"183 KAY, Buffalo",42.9397194,-78.80178240000002,1990/03/01 00:00,1990,1.0114407109335304,1.3,636267600.0,03/01/90,11.177452728682098
102,25000,"356 CARLTON, Buffalo",42.8986114,-78.8551628,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
103,38000,"313 LANDON, Buffalo",42.909793,-78.84219300000002,1990/03/01 00:00,1990,0.5375489093073309,0.6909090909090909,636267600.0,03/01/90,10.545341438708522
104,94570,"372 BRYANT, Buffalo",42.90861,-78.880911,1990/03/01 00:00,1990,1.3377894829787969,1.7194545454545451,636267600.0,03/01/90,11.457095580009558
105,15000,"610 HOPKINS, Buffalo",42.854163,-78.832555,1990/03/01 00:00,1990,0.21219035893710428,0.2727272727272727,636267600.0,03/01/90,9.615805480084347
106,77000,"71 NORTHRUP PL, Buffalo",42.94964210000001,-78.82395190000003,1990/03/01 00:00,1990,1.089243842543802,1.4,636267600.0,03/01/90,11.251560700835821
107,42000,"92 CONNELLY, Buffalo",42.9298651,-78.81496969999998,1990/03/01 00:00,1990,0.5941330050238921,0.7636363636363637,636267600.0,03/01/90,10.645424897265505
108,77000,"298 WEIMAR, Buffalo",42.872868200000006,-78.80793369999998,1990/03/01 00:00,1990,1.089243842543802,1.4,636267600.0,03/01/90,11.251560700835821
109,53000,"26 PROGRESSIVE, Buffalo",42.948288700000006,-78.90197009999999,1990/03/01 00:00,1990,0.7497392682444352,0.9636363636363636,636267600.0,03/01/90,10.87804719253426
110,15600,"111 STANTON, Buffalo",42.8865166,-78.8457184,1990/03/01 00:00,1990,0.22067797329458846,0.28363636363636363,636267600.0,03/01/90,9.655026193237628
111,88000,"392 CUMBERLAND, Buffalo",42.85086920000001,-78.8121819,1990/03/01 00:00,1990,1.2448501057643448,1.6,636267600.0,03/01/90,11.385092093460344
112,52000,"2409 SENECA, Buffalo",42.8483933,-78.80199540000002,1990/03/01 00:00,1990,0.7355932443152948,0.9454545454545454,636267600.0,03/01/90,10.858998997563564
113,32500,"291 OGDEN SOUTH, Buffalo",42.86915800000001,-78.801784,1990/03/01 00:00,1990,0.4597457776970593,0.5909090909090909,636267600.0,03/01/90,10.388995368317829
114,25000,"81 ORANGE, Buffalo",42.897014,-78.85862540000002,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
115,25000,"127 MAPLE, Buffalo",42.8962217,-78.8629945,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
116,98000,"749 MCKINLEY PKWY, Buffalo",42.8520409,-78.8206335,1990/03/01 00:00,1990,1.386310345055748,1.7818181818181815,636267600.0,03/01/90,11.49272275765271
117,52000,"152 DEWITT, Buffalo",42.921151,-78.895562,1990/03/01 00:00,1990,0.7355932443152948,0.9454545454545454,636267600.0,03/01/90,10.858998997563564
118,30000,"155 FIFTEENTH, Buffalo",42.90906200000001,-78.887237,1990/03/01 00:00,1990,0.42438071787420856,0.5454545454545454,636267600.0,03/01/90,10.308952660644293
119,28000,"530 MOSELLE, Buffalo",42.9181217,-78.8246599,1990/03/01 00:00,1990,0.396088670015928,0.509090909090909,636267600.0,03/01/90,10.239959789157341
120,92000,"484 DOWNING, Buffalo",42.8347668,-78.80572099999998,1990/03/01 00:00,1990,1.3014342014809064,1.6727272727272726,636267600.0,03/01/90,11.429543856031177
121,15000,"234 BOX, Buffalo",42.91149799999999,-78.830445,1990/03/01 00:00,1990,0.21219035893710428,0.2727272727272727,636267600.0,03/01/90,9.615805480084347
122,25000,"34 PEACH, Buffalo",42.8962679,-78.85851880000001,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
123,50000,"293 FARGO, Buffalo",42.9047885,-78.89161329999997,1990/04/01 00:00,1990,0.7073011964570143,0.9090909090909092,638946000.0,04/01/90,10.819778284410283
124,87258,"332 SYCAMORE, Buffalo",42.8919283,-78.8581224,1990/04/01 00:00,1990,1.2343537560089228,1.5865090909090909,638946000.0,04/01/90,11.376624526405765
125,153000,"527 NORWOOD, Buffalo",42.9193509,-78.87999509999999,1990/04/01 00:00,1990,2.1643416611584643,2.7818181818181817,638946000.0,04/01/90,11.938193200374572
126,45000,"152 SCHILLER, Buffalo",42.88912120000001,-78.8014615,1990/04/01 00:00,1990,0.6365710768113129,0.8181818181818182,638946000.0,04/01/90,10.714417768752456
127,105000,"15 CLAREMONT, Buffalo",42.922594,-78.87972979999998,1990/04/01 00:00,1990,1.48533251255973,1.9090909090909087,638946000.0,04/01/90,11.56171562913966
128,75000,"46 NORTHRUP WEST, Buffalo",42.95066129999999,-78.8281994,1990/04/01 00:00,1990,1.0609517946855214,1.3636363636363635,638946000.0,04/01/90,11.225243392518447
129,59000,"26 SANDROCK, Buffalo",42.947206,-78.90395199999998,1990/04/01 00:00,1990,0.8346154118192769,1.0727272727272728,638946000.0,04/01/90,10.985292722887856
130,67000,"63 WRIGHT, Buffalo",42.9245512,-78.7995696,1990/04/01 00:00,1990,0.9477836032523992,1.2181818181818185,638946000.0,04/01/90,11.112447898373103
131,40000,"1295 DELAVAN EAST, Buffalo",42.92246309999999,-78.808863,1990/04/01 00:00,1990,0.5658409571656114,0.7272727272727273,638946000.0,04/01/90,10.596634733096073
132,55000,"105 LOCKWOOD, Buffalo",42.843929,-78.82826299999998,1990/04/01 00:00,1990,0.7780313161027157,1.0,638946000.0,04/01/90,10.915088464214607
133,54500,"55 LAFAYETTE AVE, Buffalo",42.91984,-78.896575,1990/04/01 00:00,1990,0.7709583041381456,0.990909090909091,638946000.0,04/01/90,10.905955980651335
134,29000,"49 HUMBER, Buffalo",42.9238937,-78.82527929999998,1990/04/01 00:00,1990,0.4102346939450683,0.5272727272727272,638946000.0,04/01/90,10.275051108968611
135,24000,"366 WILLIAM, Buffalo",42.88535299999999,-78.857833,1990/04/01 00:00,1990,0.3395045742993669,0.4363636363636363,638946000.0,04/01/90,10.085809109330082
136,350000,"510 HINMAN, Buffalo",42.95628199999999,-78.88819000000002,1990/04/01 00:00,1990,4.9511083751991,6.363636363636362,638946000.0,04/01/90,12.765688433465597
137,73500,"134 RAMONA, Buffalo",42.8411894,-78.8097923,1990/04/01 00:00,1990,1.0397327587918108,1.3363636363636364,638946000.0,04/01/90,11.205040685200927
138,48000,"89 MAYER, Buffalo",42.9499118,-78.89946119999998,1990/04/01 00:00,1990,0.6790091485987337,0.8727272727272727,638946000.0,04/01/90,10.778956289890028
139,75000,"770 ASHLAND, Buffalo",42.9261709,-78.87858399999998,1990/04/01 00:00,1990,1.0609517946855214,1.3636363636363635,638946000.0,04/01/90,11.225243392518447
140,90000,"405 PARKER, Buffalo",42.95048999999999,-78.83854199999998,1990/04/01 00:00,1990,1.2731421536226255,1.6363636363636365,638946000.0,04/01/90,11.407564949312402
141,25000,"116 FREDRO, Buffalo",42.8709332,-78.8108101,1990/04/01 00:00,1990,0.35365059822850714,0.4545454545454545,638946000.0,04/01/90,10.126631103850338
142,78000,"35 ALDEN, Buffalo",42.957336100000006,-78.84222369999998,1990/04/01 00:00,1990,1.1033898664729422,1.4181818181818182,638946000.0,04/01/90,11.26446410567173
143,21000,"59 ST LOUIS AVE, Buffalo",42.90519099999999,-78.824945,1990/04/01 00:00,1990,0.29706650251194605,0.3818181818181817,638946000.0,04/01/90,9.95227771670556
144,21000,"81 HARMONIA, Buffalo",42.9025794,-78.8305443,1990/04/01 00:00,1990,0.29706650251194605,0.3818181818181817,638946000.0,04/01/90,9.95227771670556
145,28000,"340 NORTHLAND, Buffalo",42.919489,-78.847386,1990/04/01 00:00,1990,0.396088670015928,0.509090909090909,638946000.0,04/01/90,10.239959789157341
146,24000,"210 JEWETT AVE, Buffalo",42.9339299,-78.83636,1990/04/01 00:00,1990,0.3395045742993669,0.4363636363636363,638946000.0,04/01/90,10.085809109330082
147,152500,"46 ASHLAND, Buffalo",42.9061435,-78.87906650000002,1990/04/01 00:00,1990,2.157268649193893,2.772727272727273,638946000.0,04/01/90,11.934919875029603
148,51000,"359 HAMPSHIRE, Buffalo",42.9143303,-78.88897140000002,1990/04/01 00:00,1990,0.7214472203861546,0.9272727272727272,638946000.0,04/01/90,10.839580911706463
149,49000,"254 FENTON, Buffalo",42.8694009,-78.80519,1990/04/01 00:00,1990,0.6931551725278741,0.8909090909090909,638946000.0,04/01/90,10.799575577092764
150,29000,"6 OBERLIN, Buffalo",42.89950200000001,-78.825221,1990/04/01 00:00,1990,0.4102346939450683,0.5272727272727272,638946000.0,04/01/90,10.275051108968611
151,50000,"23 WEX, Buffalo",42.902574,-78.808221,1990/04/01 00:00,1990,0.7073011964570143,0.9090909090909092,638946000.0,04/01/90,10.819778284410283
152,15900,"115 MARIGOLD, Buffalo",42.93598460000001,-78.8290401,1990/04/01 00:00,1990,0.22492178047333056,0.2890909090909091,638946000.0,04/01/90,9.674074388208323
153,56000,"317 WOODSIDE, Buffalo",42.84169199999999,-78.8118113,1990/04/01 00:00,1990,0.792177340031856,1.018181818181818,638946000.0,04/01/90,10.933106969717286
154,52522,"126 ROOSEVELT, Buffalo",42.933948,-78.80885959999998,1990/04/01 00:00,1990,0.7429774688063061,0.9549454545454544,638946000.0,04/01/90,10.86898740842283
155,75500,"651 MCKINLEY PKWY, Buffalo",42.8495268,-78.8191733,1990/05/01 00:00,1990,1.0680248066500917,1.3727272727272728,641534400.0,05/01/90,11.231887935237117
156,56900,"87 HAYDEN, Buffalo",42.8587113,-78.80930550000002,1990/05/01 00:00,1990,0.8049087615680822,1.0345454545454544,641534400.0,05/01/90,10.949050620114422
157,78000,"35 JANET, Buffalo",42.9384065,-78.8002777,1990/05/01 00:00,1990,1.1033898664729422,1.4181818181818182,641534400.0,05/01/90,11.26446410567173
158,400000,"869 BROADWAY, Buffalo",42.891944,-78.84232399999998,1990/05/01 00:00,1990,5.658409571656114,7.272727272727272,641534400.0,05/01/90,12.89921982609012
