sale_price_int,Address,lat,lng,data_time_1,year,rel_to_mean_price,rel_to_median_price
59000,"26 SANDROCK, Buffalo",42.947206,-78.90395199999998,1990/04/01 00:00,1990,0.8346154118192769,1.0727272727272728
67000,"63 WRIGHT, Buffalo",42.9245512,-78.7995696,1990/04/01 00:00,1990,0.9477836032523992,1.2181818181818183
40000,"1295 DELAVAN EAST, Buffalo",42.92246309999999,-78.808863,1990/04/01 00:00,1990,0.5658409571656114,0.7272727272727273
55000,"105 LOCKWOOD, Buffalo",42.843928999999996,-78.82826299999998,1990/04/01 00:00,1990,0.7780313161027157,1.0
54500,"55 LAFAYETTE AVE, Buffalo",42.91984,-78.896575,1990/04/01 00:00,1990,0.7709583041381456,0.990909090909091
29000,"49 HUMBER, Buffalo",42.9238937,-78.82527929999998,1990/04/01 00:00,1990,0.4102346939450683,0.5272727272727272
24000,"366 WILLIAM, Buffalo",42.88535299999999,-78.857833,1990/04/01 00:00,1990,0.33950457429936687,0.43636363636363634
350000,"510 HINMAN, Buffalo",42.95628199999999,-78.88819000000002,1990/04/01 00:00,1990,4.9511083751991,6.363636363636363
73500,"134 RAMONA, Buffalo",42.8411894,-78.8097923,1990/04/01 00:00,1990,1.039732758791811,1.3363636363636364
48000,"89 MAYER, Buffalo",42.949911799999995,-78.89946119999998,1990/04/01 00:00,1990,0.6790091485987337,0.8727272727272727
75000,"770 ASHLAND, Buffalo",42.926170899999995,-78.87858399999998,1990/04/01 00:00,1990,1.0609517946855214,1.3636363636363635
90000,"405 PARKER, Buffalo",42.95048999999999,-78.83854199999998,1990/04/01 00:00,1990,1.2731421536226257,1.6363636363636365
25000,"116 FREDRO, Buffalo",42.8709332,-78.8108101,1990/04/01 00:00,1990,0.35365059822850714,0.45454545454545453
78000,"35 ALDEN, Buffalo",42.957336100000006,-78.84222369999998,1990/04/01 00:00,1990,1.1033898664729422,1.4181818181818182
21000,"59 ST LOUIS AVE, Buffalo",42.90519099999999,-78.824945,1990/04/01 00:00,1990,0.297066502511946,0.38181818181818183
21000,"81 HARMONIA, Buffalo",42.9025794,-78.8305443,1990/04/01 00:00,1990,0.297066502511946,0.38181818181818183
28000,"340 NORTHLAND, Buffalo",42.919489,-78.847386,1990/04/01 00:00,1990,0.396088670015928,0.509090909090909
24000,"210 JEWETT AVE, Buffalo",42.9339299,-78.83636,1990/04/01 00:00,1990,0.33950457429936687,0.43636363636363634
152500,"46 ASHLAND, Buffalo",42.9061435,-78.87906650000002,1990/04/01 00:00,1990,2.1572686491938935,2.772727272727273
51000,"359 HAMPSHIRE, Buffalo",42.914330299999996,-78.88897140000002,1990/04/01 00:00,1990,0.7214472203861546,0.9272727272727272
49000,"254 FENTON, Buffalo",42.869400899999995,-78.80519,1990/04/01 00:00,1990,0.6931551725278741,0.8909090909090909
29000,"6 OBERLIN, Buffalo",42.89950200000001,-78.825221,1990/04/01 00:00,1990,0.4102346939450683,0.5272727272727272
50000,"23 WEX, Buffalo",42.902574,-78.808221,1990/04/01 00:00,1990,0.7073011964570143,0.9090909090909091
15900,"115 MARIGOLD, Buffalo",42.93598460000001,-78.8290401,1990/04/01 00:00,1990,0.22492178047333056,0.28909090909090907
56000,"317 WOODSIDE, Buffalo",42.84169199999999,-78.8118113,1990/04/01 00:00,1990,0.792177340031856,1.018181818181818
52522,"126 ROOSEVELT, Buffalo",42.933948,-78.80885959999998,1990/04/01 00:00,1990,0.7429774688063061,0.9549454545454545
75500,"651 MCKINLEY PKWY, Buffalo",42.8495268,-78.8191733,1990/05/01 00:00,1990,1.0680248066500917,1.3727272727272728
